Interaction,Drug_Name
Mifepristone,Diltiazem
Atracurium besylate,Diltiazem
Carbamazepine,Diltiazem
Dantrolene,Diltiazem
Pentoxifylline,Diltiazem
Fingolimod,Diltiazem
Nicorandil,Diltiazem
Tesmilifene,Diltiazem
Ifosfamide,Diltiazem
Methohexital,Diltiazem
Sulpiride,Protriptyline
Tacrine,Protriptyline
Nabilone,Protriptyline
Thiothixene,Protriptyline
Secobarbital,Protriptyline
Itopride,Protriptyline
Mifepristone,Protriptyline
Hexobarbital,Protriptyline
Loxapine,Protriptyline
Paroxetine,Protriptyline
Methylphenidate,Protriptyline
Mesoridazine,Protriptyline
Methylene blue,Protriptyline
Sertraline,Protriptyline
Chlorpromazine,Protriptyline
Thioridazine,Protriptyline
Mirabegron,Protriptyline
Droperidol,Protriptyline
Fluphenazine,Protriptyline
Procyclidine,Protriptyline
Orciprenaline,Protriptyline
Promazine,Protriptyline
Escitalopram,Protriptyline
Chlorpropamide,Protriptyline
Minocycline,Protriptyline
Butobarbital,Protriptyline
Panobinostat,Protriptyline
Magnesium sulfate,Protriptyline
Ethanol,Protriptyline
Trifluoperazine,Protriptyline
Ondansetron,Protriptyline
Methohexital,Protriptyline
Granisetron,Protriptyline
Perphenazine,Protriptyline
Tapentadol,Protriptyline
Batimastat,Protriptyline
Pramlintide,Protriptyline
Prochlorperazine,Protriptyline
Ramosetron,Protriptyline
Thalidomide,Protriptyline
Quinidine,Protriptyline
Benzquinamide,Protriptyline
Primidone,Protriptyline
Triflupromazine,Protriptyline
Dipivefrin,Protriptyline
Cimetidine,Protriptyline
Eluxadoline,Protriptyline
Potassium chloride,Protriptyline
Tranylcypromine,Protriptyline
Amisulpride,Protriptyline
Pimozide,Protriptyline
Metoclopramide,Protriptyline
Brimonidine,Protriptyline
Hydrocodone,Protriptyline
Darunavir,Protriptyline
Acepromazine,Protriptyline
Paraldehyde,Protriptyline
Aclidinium,Protriptyline
Quetiapine,Protriptyline
Orphenadrine,Protriptyline
Trichlormethiazide,Protriptyline
Linezolid,Protriptyline
Iobenguane,Protriptyline
Pramipexole,Protriptyline
Tiotropium,Protriptyline
St. John's Wort,Protriptyline
Azelastine,Protriptyline
Doxylamine,Protriptyline
Carphenazine,Protriptyline
Cinacalcet,Protriptyline
Flupentixol,Protriptyline
Simeprevir,Protriptyline
Rufinamide,Protriptyline
Clozapine,Protriptyline
Aripiprazole,Protriptyline
Cimetropium,Protriptyline
Isoflurophate,Protriptyline
Buprenorphine,Protriptyline
Paliperidone,Protriptyline
Cobicistat,Protriptyline
Moxonidine,Protriptyline
Molindone,Protriptyline
Mianserin,Protriptyline
Cathinone,Protriptyline
Fencamfamin,Protriptyline
Chlormezanone,Protriptyline
Acetophenazine,Protriptyline
Abiraterone,Protriptyline
Altretamine,Protriptyline
Haloperidol,Protriptyline
Hydroxyzine,Protriptyline
Zuclopenthixol,Protriptyline
Perampanel,Protriptyline
Sodium oxybate,Protriptyline
Dronabinol,Protriptyline
Chlorprothixene,Protriptyline
Umeclidinium,Protriptyline
Remoxipride,Protriptyline
Carbamazepine,Protriptyline
Lithium cation,Protriptyline
Metyrosine,Protriptyline
Phenelzine,Protriptyline
Cisapride,Protriptyline
Terbinafine,Protriptyline
Risperidone,Protriptyline
Heptabarbital,Protriptyline
Rotigotine,Protriptyline
Ritonavir,Protriptyline
Duloxetine,Protriptyline
Nicorandil,Protriptyline
Tedizolid phosphate,Protriptyline
Yohimbine,Protriptyline
Suvorexant,Protriptyline
Zolpidem,Protriptyline
Sertindole,Protriptyline
Fluspirilene,Protriptyline
Dexmethylphenidate,Protriptyline
Methotrimeprazine,Protriptyline
Fluoxetine,Protriptyline
Dapoxetine,Protriptyline
Teriflunomide,Aminohippuric acid
Trandolapril,Alfuzosin
Siltuximab,Alfuzosin
Timolol,Alfuzosin
Phenelzine,Alfuzosin
Norepinephrine,Alfuzosin
Isoflurophate,Alfuzosin
Luliconazole,Alfuzosin
Lisinopril,Alfuzosin
Tranylcypromine,Alfuzosin
Boceprevir,Alfuzosin
Tadalafil,Alfuzosin
Sotalol,Alfuzosin
Bumetanide,Alfuzosin
Nifedipine,Alfuzosin
Tamsulosin,Alfuzosin
Saquinavir,Alfuzosin
Azilsartan medoxomil,Alfuzosin
Candesartan cilexetil,Alfuzosin
Mecamylamine,Alfuzosin
Felodipine,Alfuzosin
Quinapril,Alfuzosin
Amiloride,Alfuzosin
Bisoprolol,Alfuzosin
Carvedilol,Alfuzosin
Itraconazole,Alfuzosin
Doxazosin,Alfuzosin
Irbesartan,Alfuzosin
St. John's Wort,Alfuzosin
Telithromycin,Alfuzosin
Benazepril,Alfuzosin
Hydrochlorothiazide,Alfuzosin
Eprosartan,Alfuzosin
Fosaprepitant,Alfuzosin
Spironolactone,Alfuzosin
Amlodipine,Alfuzosin
Deferasirox,Alfuzosin
Dopamine,Alfuzosin
Ritonavir,Alfuzosin
Racepinephrine,Alfuzosin
Furosemide,Alfuzosin
Enalapril,Alfuzosin
Clarithromycin,Alfuzosin
Avanafil,Alfuzosin
Pseudoephedrine,Alfuzosin
Mannitol,Alfuzosin
Metolazone,Alfuzosin
Telmisartan,Alfuzosin
Nimodipine,Alfuzosin
Batimastat,Alfuzosin
Oxymetazoline,Alfuzosin
Nefazodone,Alfuzosin
Pindolol,Alfuzosin
Fusidic acid,Alfuzosin
Captopril,Alfuzosin
Chlorothiazide,Alfuzosin
Darunavir,Alfuzosin
Methyldopa,Alfuzosin
Phenylephrine,Alfuzosin
Cilazapril,Alfuzosin
Clonidine,Alfuzosin
Tocilizumab,Alfuzosin
Losartan,Alfuzosin
Simeprevir,Alfuzosin
Nebivolol,Alfuzosin
Idelalisib,Alfuzosin
Eplerenone,Alfuzosin
Dasatinib,Alfuzosin
Netupitant,Alfuzosin
Moxonidine,Alfuzosin
Labetalol,Alfuzosin
Posaconazole,Alfuzosin
Ephedrine,Alfuzosin
Dapoxetine,Alfuzosin
Naphazoline,Alfuzosin
Tipranavir,Alfuzosin
Phenoxybenzamine,Alfuzosin
Bosentan,Alfuzosin
Propylhexedrine,Alfuzosin
Atazanavir,Alfuzosin
Dabrafenib,Alfuzosin
Verapamil,Alfuzosin
Moexipril,Alfuzosin
Mitotane,Alfuzosin
Hydralazine,Alfuzosin
Pheniramine,Alfuzosin
Minoxidil,Alfuzosin
Clevidipine,Alfuzosin
Levonordefrin,Alfuzosin
Epinephrine,Alfuzosin
Mifepristone,Alfuzosin
Vardenafil,Alfuzosin
Terazosin,Alfuzosin
Acebutolol,Alfuzosin
Voriconazole,Alfuzosin
Dipivefrin,Alfuzosin
Carteolol,Alfuzosin
Propranolol,Alfuzosin
Nitroglycerin,Alfuzosin
Etacrynic acid,Alfuzosin
Aliskiren,Alfuzosin
Phentolamine,Alfuzosin
Ivacaftor,Alfuzosin
Telaprevir,Alfuzosin
Indapamide,Alfuzosin
Stiripentol,Alfuzosin
Prazosin,Alfuzosin
Conivaptan,Alfuzosin
Aprepitant,Alfuzosin
Ceritinib,Alfuzosin
Nadolol,Alfuzosin
Ketoconazole,Alfuzosin
Fosinopril,Alfuzosin
Triamterene,Alfuzosin
Nisoldipine,Alfuzosin
Fosamprenavir,Alfuzosin
Nicardipine,Alfuzosin
Silodosin,Alfuzosin
Perindopril,Alfuzosin
Penbutolol,Alfuzosin
Triprolidine,Alfuzosin
Enalaprilat,Alfuzosin
Articaine,Alfuzosin
Mepivacaine,Alfuzosin
Bendroflumethiazide,Alfuzosin
Cobicistat,Alfuzosin
Guanfacine,Alfuzosin
Palbociclib,Alfuzosin
Orlistat,Trimethadione
Mefloquine,Trimethadione
Thioridazine,Clobazam
Droperidol,Clobazam
Luliconazole,Clobazam
Lumacaftor,Clobazam
Mirtazapine,Clobazam
Zolpidem,Clobazam
Deferiprone,Clobazam
Minocycline,Clobazam
Sodium oxybate,Clobazam
Dyphylline,Clobazam
Brimonidine,Clobazam
Yohimbine,Clobazam
Paroxetine,Clobazam
Propafenone,Clobazam
gamma-Hydroxybutyric acid,Clobazam
Mefloquine,Clobazam
Thalidomide,Clobazam
Levonorgestrel,Clobazam
Dabrafenib,Clobazam
Rufinamide,Clobazam
Dienogest,Clobazam
Magnesium sulfate,Clobazam
Fesoterodine,Clobazam
Pramipexole,Clobazam
Hydrocodone,Clobazam
Medroxyprogesterone acetate,Clobazam
Tamoxifen,Clobazam
Perampanel,Clobazam
Rotigotine,Clobazam
Doxylamine,Clobazam
Fosphenytoin,Clobazam
Teduglutide,Clobazam
Tapentadol,Clobazam
Eliglustat,Clobazam
Doxorubicin,Clobazam
Methotrimeprazine,Clobazam
Norethisterone,Clobazam
Orphenadrine,Clobazam
Nabilone,Clobazam
Paraldehyde,Clobazam
Dronabinol,Clobazam
Nebivolol,Clobazam
Stiripentol,Clobazam
Brexpiprazole,Clobazam
Saxagliptin,Clobazam
Buprenorphine,Clobazam
Nimodipine,Clobazam
Orlistat,Clobazam
Ethanol,Clobazam
Aripiprazole,Clobazam
Suvorexant,Clobazam
Clozapine,Clobazam
Aminophylline,Clobazam
Metyrosine,Clobazam
Azelastine,Clobazam
Hydroxyzine,Clobazam
Atazanavir,Minoxidil
Obinutuzumab,Minoxidil
Methohexital,Minoxidil
Vardenafil,Minoxidil
Molsidomine,Minoxidil
Dapoxetine,Minoxidil
Levodopa,Minoxidil
Tranylcypromine,Minoxidil
Amifostine,Minoxidil
Moxonidine,Minoxidil
Brimonidine,Minoxidil
Phenelzine,Minoxidil
Heptabarbital,Minoxidil
Methylphenidate,Minoxidil
Pentoxifylline,Minoxidil
Duloxetine,Minoxidil
Tadalafil,Minoxidil
Risperidone,Minoxidil
Secobarbital,Minoxidil
Diazoxide,Minoxidil
Butobarbital,Minoxidil
Nicorandil,Minoxidil
Hexobarbital,Minoxidil
Yohimbine,Minoxidil
Primidone,Minoxidil
Probenecid,Minoxidil
Treprostinil,Minoxidil
Quinine,Minoxidil
Linagliptin,Megestrol acetate
Edetic acid,Megestrol acetate
Treprostinil,Megestrol acetate
Insulin aspart,Megestrol acetate
Canagliflozin,Megestrol acetate
Insulin detemir,Megestrol acetate
Alogliptin,Megestrol acetate
Vildagliptin,Megestrol acetate
Citric acid,Megestrol acetate
Dalteparin,Megestrol acetate
Insulin glulisine,Megestrol acetate
Heparin,Megestrol acetate
Saxagliptin,Megestrol acetate
Gliquidone,Megestrol acetate
Warfarin,Megestrol acetate
Ethyl biscoumacetate,Megestrol acetate
Human C1-esterase inhibitor,Megestrol acetate
Sulodexide,Megestrol acetate
Acenocoumarol,Megestrol acetate
Tolbutamide,Megestrol acetate
Choline C 11,Megestrol acetate
Repaglinide,Megestrol acetate
Ulipristal,Megestrol acetate
Glyburide,Megestrol acetate
Chlorpropamide,Megestrol acetate
Phenindione,Megestrol acetate
Acetohexamide,Megestrol acetate
Enoxaparin,Megestrol acetate
Fondaparinux,Megestrol acetate
Phenprocoumon,Megestrol acetate
Gliclazide,Megestrol acetate
Clozapine,Tioguanine
Olsalazine,Tioguanine
Leflunomide,Tioguanine
Denosumab,Tioguanine
Sipuleucel-T,Tioguanine
Tofacitinib,Tioguanine
Tacrolimus,Tioguanine
Balsalazide,Tioguanine
Roflumilast,Tioguanine
Metamizole,Tioguanine
Itraconazole,Methylergometrine
Posaconazole,Methylergometrine
Telaprevir,Methylergometrine
Boceprevir,Methylergometrine
Voriconazole,Methylergometrine
Ketoconazole,Methylergometrine
Cobicistat,Methylergometrine
Picosulfuric acid,Aztreonam
Paroxetine,Chlorzoxazone
Perampanel,Chlorzoxazone
Droperidol,Chlorzoxazone
Paraldehyde,Chlorzoxazone
Magnesium sulfate,Chlorzoxazone
Methotrimeprazine,Chlorzoxazone
Metyrosine,Chlorzoxazone
Brimonidine,Chlorzoxazone
Hydroxyzine,Chlorzoxazone
Minocycline,Chlorzoxazone
Disulfiram,Chlorzoxazone
Buprenorphine,Chlorzoxazone
Dronabinol,Chlorzoxazone
Isoniazid,Chlorzoxazone
Orphenadrine,Chlorzoxazone
Suvorexant,Chlorzoxazone
Thalidomide,Chlorzoxazone
Mirtazapine,Chlorzoxazone
Nabilone,Chlorzoxazone
Hydrocodone,Chlorzoxazone
Doxylamine,Chlorzoxazone
Sodium oxybate,Chlorzoxazone
Rotigotine,Chlorzoxazone
Azelastine,Chlorzoxazone
Tapentadol,Chlorzoxazone
Zolpidem,Chlorzoxazone
Pramipexole,Chlorzoxazone
Rufinamide,Chlorzoxazone
Ethanol,Chlorzoxazone
Mitotane,Mefloquine
Thiopental,Mefloquine
Siltuximab,Mefloquine
Prucalopride,Mefloquine
Methylphenobarbital,Mefloquine
Deferasirox,Mefloquine
Fosaprepitant,Mefloquine
Afatinib,Mefloquine
Idelalisib,Mefloquine
Ivacaftor,Mefloquine
Flunarizine,Mefloquine
Quinine,Mefloquine
Vigabatrin,Mefloquine
Mifepristone,Mefloquine
Chloroquine,Mefloquine
Conivaptan,Mefloquine
Delorazepam,Mefloquine
Lumefantrine,Mefloquine
Fosphenytoin,Mefloquine
Dabrafenib,Mefloquine
Acetazolamide,Mefloquine
Luliconazole,Mefloquine
Simeprevir,Mefloquine
Verapamil,Mefloquine
Tramiprosate,Mefloquine
Oxcarbazepine,Mefloquine
Stiripentol,Mefloquine
Felbamate,Mefloquine
Phensuximide,Mefloquine
Netupitant,Mefloquine
Saquinavir,Mefloquine
Aripiprazole,Mefloquine
Zonisamide,Mefloquine
St. John's Wort,Mefloquine
Nitrazepam,Mefloquine
Methsuximide,Mefloquine
Clonazepam,Mefloquine
Meprobamate,Mefloquine
Mephenytoin,Mefloquine
Rifaximin,Mefloquine
Amodiaquine,Mefloquine
Diazepam,Mefloquine
Colchicine,Mefloquine
Naloxegol,Mefloquine
Ledipasvir,Mefloquine
Tiagabine,Mefloquine
Ethosuximide,Mefloquine
Perampanel,Mefloquine
Aprepitant,Mefloquine
Bosentan,Mefloquine
Silodosin,Mefloquine
Acepromazine,Mefloquine
Artemether,Mefloquine
Bosutinib,Mefloquine
Tizanidine,Mefloquine
Primaquine,Mefloquine
Tocilizumab,Mefloquine
Halofantrine,Mefloquine
Vincristine,Mefloquine
Magnesium sulfate,Mefloquine
Lacosamide,Mefloquine
Fusidic acid,Mefloquine
Ethotoin,Mefloquine
Topotecan,Mefloquine
Primidone,Mefloquine
Edoxaban,Mefloquine
Dasatinib,Mefloquine
Everolimus,Mefloquine
Eslicarbazepine acetate,Mefloquine
Talampanel,Mefloquine
Doxorubicin,Mefloquine
Pazopanib,Mefloquine
Progabide,Mefloquine
Gabapentin,Mefloquine
Carbamazepine,Mefloquine
Dabigatran etexilate,Mefloquine
Lamotrigine,Mefloquine
Quinidine,Mefloquine
Levetiracetam,Mefloquine
Ezogabine,Mefloquine
Phenobarbital,Mefloquine
Hydroxychloroquine,Mefloquine
Palbociclib,Mefloquine
Brentuximab vedotin,Mefloquine
Procaine,Sulfadiazine
Ceritinib,Sulfadiazine
Ospemifene,Sulfadiazine
Bosentan,Sulfadiazine
Acetylsalicylic acid,Sulfadiazine
Dronabinol,Sulfadiazine
Gliquidone,Sulfadiazine
Insulin aspart,Sulfadiazine
Picosulfuric acid,Sulfadiazine
Porfimer sodium,Sulfadiazine
Mifepristone,Sulfadiazine
Methenamine,Sulfadiazine
Phenelzine,Sulfadiazine
Saxagliptin,Sulfadiazine
Lacosamide,Sulfadiazine
Insulin detemir,Sulfadiazine
Methotrexate,Sulfadiazine
Secobarbital,Sulfadiazine
Insulin glulisine,Sulfadiazine
Parecoxib,Sulfadiazine
Prilocaine,Sulfadiazine
Tranylcypromine,Sulfadiazine
Vildagliptin,Sulfadiazine
Glyburide,Sulfadiazine
Dexketoprofen,Sulfadiazine
Dabrafenib,Sulfadiazine
Canagliflozin,Sulfadiazine
Linagliptin,Sulfadiazine
Stanolone,Sulfadiazine
Tolbutamide,Sulfadiazine
Repaglinide,Sulfadiazine
Acetohexamide,Sulfadiazine
Testosterone,Sulfadiazine
Carvedilol,Sulfadiazine
Diclofenac,Sulfadiazine
Verteporfin,Sulfadiazine
Alogliptin,Sulfadiazine
Paroxetine,Sulfadiazine
Ramelteon,Sulfadiazine
Gliclazide,Sulfadiazine
Oxandrolone,Sulfadiazine
Chlorpropamide,Sulfadiazine
Mecamylamine,Sulfadiazine
Lumacaftor,Sulfadiazine
Nitrous acid,Sulfadiazine
Sparfloxacin,Sulfadiazine
Nitric Oxide,Sulfadiazine
Levodopa,Sapropterin
Vardenafil,Sapropterin
Avanafil,Sapropterin
Methotrexate,Sapropterin
Pralatrexate,Sapropterin
Tadalafil,Sapropterin
Ivacaftor,Vinorelbine
Fosaprepitant,Vinorelbine
Luliconazole,Vinorelbine
Stiripentol,Vinorelbine
Tacrolimus,Vinorelbine
Deferasirox,Vinorelbine
Conivaptan,Vinorelbine
Bosentan,Vinorelbine
Leflunomide,Vinorelbine
Fusidic acid,Vinorelbine
Paclitaxel,Vinorelbine
Siltuximab,Vinorelbine
Mifepristone,Vinorelbine
Dabrafenib,Vinorelbine
Tocilizumab,Vinorelbine
Idelalisib,Vinorelbine
Netupitant,Vinorelbine
Dasatinib,Vinorelbine
Denosumab,Vinorelbine
Metamizole,Vinorelbine
Clozapine,Vinorelbine
Itraconazole,Vinorelbine
St. John's Wort,Vinorelbine
Posaconazole,Vinorelbine
Aripiprazole,Vinorelbine
Palbociclib,Vinorelbine
Clarithromycin,Vinorelbine
Tofacitinib,Vinorelbine
Roflumilast,Vinorelbine
Voriconazole,Vinorelbine
Cisplatin,Vinorelbine
Sipuleucel-T,Vinorelbine
Mitotane,Vinorelbine
Simeprevir,Vinorelbine
Aprepitant,Vinorelbine
Aripiprazole,Clozapine
Trazodone,Clozapine
Acetohexamide,Clozapine
Methimazole,Clozapine
Dronabinol,Clozapine
Vinblastine,Clozapine
Temozolomide,Clozapine
Linezolid,Clozapine
Fosphenytoin,Clozapine
Doxylamine,Clozapine
Imipramine,Clozapine
Stiripentol,Clozapine
Chloramphenicol,Clozapine
Benzphetamine,Clozapine
Ixazomib,Clozapine
Rifapentine,Clozapine
Belinostat,Clozapine
Tofisopam,Clozapine
Nilotinib,Clozapine
Lithium cation,Clozapine
Glyburide,Clozapine
Phendimetrazine,Clozapine
Ergotamine,Clozapine
Levomilnacipran,Clozapine
Desvenlafaxine,Clozapine
Lomustine,Clozapine
Maprotiline,Clozapine
Mirtazapine,Clozapine
Bosutinib,Clozapine
Vildagliptin,Clozapine
Ixabepilone,Clozapine
St. John's Wort,Clozapine
Oxazepam,Clozapine
Gliclazide,Clozapine
Magnesium sulfate,Clozapine
Umeclidinium,Clozapine
Perampanel,Clozapine
Cimetropium,Clozapine
Ponatinib,Clozapine
Thalidomide,Clozapine
Sirolimus,Clozapine
Lorcaserin,Clozapine
Clarithromycin,Clozapine
Tapentadol,Clozapine
Topotecan,Clozapine
Clonazepam,Clozapine
Bromazepam,Clozapine
Procyclidine,Clozapine
Cinolazepam,Clozapine
Halazepam,Clozapine
Ramosetron,Clozapine
Ethanol,Clozapine
Tacrine,Clozapine
Azelastine,Clozapine
Estazolam,Clozapine
Decitabine,Clozapine
Arsenic trioxide,Clozapine
Ofloxacin,Clozapine
Meperidine,Clozapine
Gliquidone,Clozapine
Ciprofloxacin,Clozapine
Milnacipran,Clozapine
Melphalan,Clozapine
Duloxetine,Clozapine
Bromocriptine,Clozapine
Daunorubicin,Clozapine
Trimipramine,Clozapine
Metyrosine,Clozapine
Azacitidine,Clozapine
Rivastigmine,Clozapine
Carboplatin,Clozapine
Tofacitinib,Clozapine
Oxaliplatin,Clozapine
Irinotecan,Clozapine
Enzalutamide,Clozapine
Clotiazepam,Clozapine
Camazepam,Clozapine
Amisulpride,Clozapine
Pomalidomide,Clozapine
Brexpiprazole,Clozapine
Cathinone,Clozapine
Flurazepam,Clozapine
Rizatriptan,Clozapine
Sorafenib,Clozapine
Pramlintide,Clozapine
Imatinib,Clozapine
Temsirolimus,Clozapine
Selegiline,Clozapine
Dexrazoxane,Clozapine
Chlordiazepoxide,Clozapine
Galantamine,Clozapine
Hydroxyurea,Clozapine
Canagliflozin,Clozapine
Insulin glulisine,Clozapine
Promethazine,Clozapine
Zidovudine,Clozapine
Hydrocodone,Clozapine
Clofarabine,Clozapine
Primaquine,Clozapine
Cytarabine,Clozapine
Saxagliptin,Clozapine
Fesoterodine,Clozapine
Dextromethorphan,Clozapine
Rasagiline,Clozapine
Zolpidem,Clozapine
Procarbazine,Clozapine
Ifosfamide,Clozapine
Streptozocin,Clozapine
Primidone,Clozapine
Escitalopram,Clozapine
Nitrazepam,Clozapine
Ergometrine,Clozapine
Minocycline,Clozapine
Ivabradine,Clozapine
Linagliptin,Clozapine
Carbamazepine,Clozapine
Doxorubicin,Clozapine
Donepezil,Clozapine
Cloxazolam,Clozapine
Capecitabine,Clozapine
Paclitaxel,Clozapine
Dextroamphetamine,Clozapine
Carfilzomib,Clozapine
Paraldehyde,Clozapine
Tolbutamide,Clozapine
Gemcitabine,Clozapine
Insulin detemir,Clozapine
Cyproterone acetate,Clozapine
Tetrabenazine,Clozapine
Chlormezanone,Clozapine
Methoxsalen,Clozapine
Isocarboxazid,Clozapine
Aclidinium,Clozapine
Flunitrazepam,Clozapine
Hydroxyzine,Clozapine
Cabazitaxel,Clozapine
Blinatumomab,Clozapine
Phenelzine,Clozapine
Tedizolid phosphate,Clozapine
Tiotropium,Clozapine
Fludarabine,Clozapine
Tacrolimus,Clozapine
Teniposide,Clozapine
Itopride,Clozapine
Rufinamide,Clozapine
Lenalidomide,Clozapine
Metoclopramide,Clozapine
Everolimus,Clozapine
Telithromycin,Clozapine
Quazepam,Clozapine
Mexiletine,Clozapine
Cisplatin,Clozapine
Thioridazine,Clozapine
Epirubicin,Clozapine
Nortriptyline,Clozapine
Bendamustine,Clozapine
Tranylcypromine,Clozapine
Quinagolide,Clozapine
Sertraline,Clozapine
Frovatriptan,Clozapine
Paroxetine,Clozapine
Methotrimeprazine,Clozapine
Vorinostat,Clozapine
Ibrutinib,Clozapine
Methylphenidate,Clozapine
Ruxolitinib,Clozapine
Midazolam,Clozapine
Fluorouracil,Clozapine
Dasatinib,Clozapine
Teriflunomide,Clozapine
Alprazolam,Clozapine
Rifampicin,Clozapine
Eluxadoline,Clozapine
Mitotane,Clozapine
Eribulin,Clozapine
Altretamine,Clozapine
Droperidol,Clozapine
Amoxapine,Clozapine
Cyclophosphamide,Clozapine
Orphenadrine,Clozapine
Sodium oxybate,Clozapine
Nelarabine,Clozapine
Brimonidine,Clozapine
Osimertinib,Clozapine
Tamoxifen,Clozapine
Mifepristone,Clozapine
Docetaxel,Clozapine
Trabectedin,Clozapine
Almotriptan,Clozapine
Repaglinide,Clozapine
Fluoxetine,Clozapine
Metamfetamine,Clozapine
Clorazepic acid,Clozapine
Sumatriptan,Clozapine
Trichlormethiazide,Clozapine
Dactinomycin,Clozapine
Chlorpropamide,Clozapine
Naratriptan,Clozapine
Pemetrexed,Clozapine
Fludiazepam,Clozapine
Dacarbazine,Clozapine
Nebivolol,Clozapine
Vortioxetine,Clozapine
Doxepin,Clozapine
Vilazodone,Clozapine
Thiotepa,Clozapine
Ergoloid mesylate,Clozapine
Desipramine,Clozapine
Mianserin,Clozapine
Busulfan,Clozapine
Mitoxantrone,Clozapine
Dinutuximab,Clozapine
Sulpiride,Clozapine
Insulin aspart,Clozapine
Cimetidine,Clozapine
Cyclobenzaprine,Clozapine
Pentostatin,Clozapine
Methotrexate,Clozapine
Propylthiouracil,Clozapine
Buspirone,Clozapine
Triazolam,Clozapine
Rifabutin,Clozapine
Nefazodone,Clozapine
Mechlorethamine,Clozapine
Phenobarbital,Clozapine
Mequitazine,Clozapine
Deferasirox,Clozapine
Flucytosine,Clozapine
Abiraterone,Clozapine
Lisdexamfetamine,Clozapine
Ketazolam,Clozapine
Olaparib,Clozapine
Obinutuzumab,Clozapine
Diazepam,Clozapine
Moclobemide,Clozapine
Mercaptopurine,Clozapine
Suvorexant,Clozapine
Nabilone,Clozapine
Etoposide,Clozapine
Clomipramine,Clozapine
Palbociclib,Clozapine
Buprenorphine,Clozapine
Alogliptin,Clozapine
Trastuzumab emtansine,Clozapine
Fentanyl,Clozapine
Tizanidine,Clozapine
Potassium chloride,Clozapine
Mirabegron,Clozapine
Idarubicin,Clozapine
Sulpiride,Sucralfate
Tetracycline,Sucralfate
Voriconazole,Sucralfate
Digoxin,Sucralfate
Furosemide,Sucralfate
Alfacalcidol,Sucralfate
Oxytetracycline,Sucralfate
Ketoconazole,Sucralfate
Levothyroxine,Sucralfate
Sparfloxacin,Sucralfate
Doxercalciferol,Sucralfate
Ofloxacin,Sucralfate
Minocycline,Sucralfate
Cholic Acid,Sucralfate
Norfloxacin,Sucralfate
Gemifloxacin,Sucralfate
Posaconazole,Sucralfate
Dihydrotachysterol,Sucralfate
Eltrombopag,Sucralfate
Levofloxacin,Sucralfate
Dolutegravir,Sucralfate
Demeclocycline,Sucralfate
Itraconazole,Sucralfate
Acenocoumarol,Sucralfate
Ciprofloxacin,Sucralfate
Quinidine,Sucralfate
Warfarin,Sucralfate
Paricalcitol,Sucralfate
Desflurane,Doxylamine
Dronabinol,Doxylamine
Nitrous oxide,Doxylamine
Cyproheptadine,Doxylamine
Potassium chloride,Doxylamine
Ethosuximide,Doxylamine
Stiripentol,Doxylamine
Entacapone,Doxylamine
Prochlorperazine,Doxylamine
Aripiprazole,Doxylamine
Estazolam,Doxylamine
Gabapentin,Doxylamine
Flibanserin,Doxylamine
Mianserin,Doxylamine
Carbinoxamine,Doxylamine
Alprazolam,Doxylamine
Quetiapine,Doxylamine
Droperidol,Doxylamine
Cimetropium,Doxylamine
Tacrine,Doxylamine
Sulpiride,Doxylamine
Thioridazine,Doxylamine
Dexchlorpheniramine maleate,Doxylamine
Sufentanil,Doxylamine
Ethanol,Doxylamine
Benzylpenicilloyl polylysine,Doxylamine
Iloperidone,Doxylamine
Dantrolene,Doxylamine
Carisoprodol,Doxylamine
Pipotiazine,Doxylamine
Zonisamide,Doxylamine
Loxapine,Doxylamine
Tizanidine,Doxylamine
Ezogabine,Doxylamine
Pentazocine,Doxylamine
Clonidine,Doxylamine
Clonazepam,Doxylamine
Methsuximide,Doxylamine
Phenelzine,Doxylamine
Cyclobenzaprine,Doxylamine
Oxymorphone,Doxylamine
Paraldehyde,Doxylamine
Metyrosine,Doxylamine
Tapentadol,Doxylamine
Buprenorphine,Doxylamine
Trimipramine,Doxylamine
Brimonidine,Doxylamine
Promethazine,Doxylamine
Efavirenz,Doxylamine
Nalbuphine,Doxylamine
Tiagabine,Doxylamine
Desipramine,Doxylamine
Pramipexole,Doxylamine
Tetrabenazine,Doxylamine
Thiothixene,Doxylamine
Carbamazepine,Doxylamine
Triazolam,Doxylamine
Oxazepam,Doxylamine
Gabapentin enacarbil,Doxylamine
Diazepam,Doxylamine
